id,title,description,body,url,posted,visible
31,FOX19 - Rob Williams covers ZERO Prostate Cancer Run,Rob Williams discusses prostate run with Dr. Bob Schwartz,"<p>
	In preparation for Saturday&#39;s ZERO Prostate Cancer 10k/5k Event, Dr. Bob Schwartz of The Urology Group and cancer survivor Marcus Brooks talk with Rob Williams about the importance of early detection.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/g_XLprXMWLY?rel=0"" width=""560""></iframe></p>
",2013/09/05/fox19-rob-williams-covers-zero-prostate-cancer-run,2013-09-05 11:07:38,1
33,WCPO covers 10k/5k Cancer Run,WCPO – Channel 9 – Brian Yocono reports on upcoming cancer run,"<p>
	&nbsp;</p>
<p>
	WCPO &ndash; Channel 9 &ndash; Brian Yocono reports on The Urology Group&rsquo;s ZERO Prostate Cancer 10k/5k on September 7, noting his participation in the event.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/XLKe3aEhOBg?rel=0"" width=""560""></iframe></p>
",2013/09/12/wcpo-covers-10k-5k-cancer-run,2013-09-06 12:44:08,1
34,FOX19 - Dr. Kevin Campbell on low testosterone,Dr. Kevin Campbell shares info on the growing interest in male menopausal issues.,"<p>
	<span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; line-height: 18px; text-align: left; "">Dr. Kevin Campbell talks with FOX19 about male menopause and how testosterone therapy can help improve bone density, protect muscle mass, increase labito and even help improve brain function. Listen <a href=""http://www.fox19.com/category/240225/video-landing-page?autoStart=true&amp;topVideoCatNo=default&amp;clipId=9332938"" target=""_blank"">now</a>.&nbsp;</span></p>
<p>
	&nbsp;</p>
",2013/09/21/fox19-dr-kevin-campbell-and-low-testosterone,2013-09-21 10:46:10,1
35,WKRC-TV: Dr. Gary Kirsh on CyberKnife,Dr. Gary Kirsh discusses CyberKnife treatment with Local 12 WKRC-TV.,"<p>
	The Urology Group is the region&#39;s only provider of CyberKnife SBRT, exclusively for treating prostate cancer. Dr. Gary Kirsh discusses with Local 12 WKRC-TV&#39;s Liz Bonis. &nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/hMiIgZFjNlA?rel=0"" width=""420""></iframe></p>
",2013/11/18/wkrc-tv-dr-gary-kirsh-and-cyberknife,2013-11-18 16:13:41,1
37,WKRC-TV: Movember Shaving Event,Physicians from The Urology Group participate in a Movember shaving event at Rhinehaus Bar.,"<p>
	Physicians from The Urology Group join Braun, Listermann and other local breweries at a Movember shaving event at Rhinehaus Bar.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/T9FU0BNhKL4?rel=0"" width=""420""></iframe></p>
",2013/12/11/wkrc-tv-movember-shaving-event,2013-12-11 10:43:05,1
42,55KRC's Jerry Thomas,"Dr. Mark Delworth talks to Jerry Thomas about prostate cancer detection and treatment. 
","<p>
	Dr. Mark Delworth talks to Jerry Thomas about prostate cancer detection and treatment.<iframe width=""560"" height=""315"" src=""//www.youtube.com/embed/KxItfEYaSUE"" frameborder=""0"" allowfullscreen></iframe></p>
",2014/06/05/55krc-s-jerry-thomas-interviews-dr-mark-delworth,2014-06-05 14:18:45,1
59,Finalist in Best Places to Work,"The Urology Group named finalist in ""Best Places to Work"" competition","<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	<img alt="""" src=""/Media/509/Best Places to Work rels FINAL.pdf"" /></p>
",2014/11/04/business-courier-finalist-in-best-places-to-work,2014-11-04 04:18:30,1
63,Business Courier - Local Independent Physician Groups Unite,The Urology Group is one of eight physician groups to form the Independent Physicians Collaborative,"<p>
	Read full article <a href=""http://www.bizjournals.com/cincinnati/news/2015/01/27/exclusiveheres-why-eight-of-cincinnatis-biggest.html?ana=e_cinci_hc&amp;s=newsletter&amp;ed=2015-01-27&amp;u=xK+CIJuSBYzHW7jD/RAX5g08b6d30c&amp;t=1422394633"">here</a>.&nbsp;</p>
<p>
	<a href=""http://www.bizjournals.com/cincinnati/news/2015/01/27/exclusiveheres-why-eight-of-cincinnatis-biggest.html?ana=e_cinci_hc&amp;s=newsletter&amp;ed=2015-01-27&amp;u=xK+CIJuSBYzHW7jD/RAX5g08b6d30c&amp;t=1422394633""><img alt="""" src=""/Media/532/Courier_IPC article_Jan 2015.png"" style=""width: 400px; height: 541px;"" /></a></p>
",2015/01/27/business-courier-local-independent-physician-groups-unite,2015-01-27 13:34:39,1
49,FOX19 - Dude's Night at Fleet Feet Sports,Rob Williams interviews Dan Bell of Mercedes Benz of Ft. Mitchell and Stacey DeJulius of Fleet Feet Sports,"<p>
	Rob Williams of FOX19 interviews Dan Bell from Mercedes-Benz of Ft. Mitchell and Stacey DeJulius of Fleet Feet Sports about &quot;Dude&#39;s Night.&quot; Both organizations are helping The Urology Group promote prostate cancer awareness. Men can enjoy sporting activities at Fleet Feet Sports while anyone who raises $1,000 or more has a chance to win a Mercedes-for-a-Month from the Ft. Mitchell dealership.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/7NE1D8F8Yyw"" width=""420""></iframe></p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/mlV0olFrNDE"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2014/08/27/fox19-dude-s-night-at-fleet-feet-sports,2014-08-27 09:21:06,1
47,FOX19 - Business Spotlight on The Urology Group,"Dr. Gary Kirsh talks with Wayne Jung of FOX19 about prostate cancer treatment.

","<p>
	<span style=""font-size: 12px;"">Dr. Gary Kirsh talks with Wayne Jung of FOX19 about prostate cancer and the cutting-edge treatments The Urology Group offers. He provides a basic overview of CyberKnife, one of the most recent advances in radiation treatment for prostate cancer.&nbsp;</span></p>
<div>
	<a href=""https://www.youtube.com/watch?v=12aegzw_odA&amp;feature=youtu.be"" target=""_blank"">CLICK TO VIEW</a></div>
<div>
	&nbsp;</div>
<div>
	<a href=""https://www.youtube.com/watch?v=12aegzw_odA&amp;feature=youtu.be"" target=""_blank""><img alt="""" src=""/Media/484/TUG FOX19 Business Spotlight_Kirsh.png"" /></a></div>
",2014/09/17/fox19-business-spotlight-on-the-urology-group,2014-09-17 08:40:22,1
54,Cincy Magazine - Dr. Kirsh Talks Prostate Cancer,Dr. Gary Kirsh talks to Cincy Magazine about advancements in prostate cancer treatment. ,"<p>
	Dr. Gary Kirsh talks to Cincinnati Magazine about advancements in prostate cancer treatment.</p>
<p>
	<a href=""/Media/487/Cincy Magazine_Prostate Cancer article_Oct 2014 2.pdf"" target=""_blank"">Click to read entire article.</a></p>
<p>
	<img alt="""" src=""/Media/487/Cincy Magazine_Prostate Cancer article_Oct 2014 2.pdf"" style=""width: 610px; height: 773px;"" /></p>
",2014/10/01/cincinnati-magazine-dr-kirsh-talks-prostate-cancer,2014-10-01 06:35:34,1
50,"WCPO Interviews Cancer Survivor, Marcus Brooks",WCPO's Carol Williams talks to Marcus Brooks about early detection for prostate cancer,"<p>
	Marcus Brooks, an almost 5-year prostate cancer survivor, talks about early detection and about the upcoming ZERO Prostate Cancer 10k/5k run.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/pCscZB-hckI"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2014/09/05/wcpo-interviews-cancer-survivor-marcus-brooks,2014-09-05 09:44:05,1
53,FOX1 Interviews Dr. Patrick Wirtz about Prostate Cancer,FOX 19 interviews Dr. Patrick Wirtz and Marcus Brooks about prostate cancer during Prostate Cancer Awareness month. ,"<p>
	FOX 19 interviews Dr. Patrick Wirtz and Marcus Brooks about prostate cancer during Prostate Cancer Awareness month.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/NQrinMZz0qY"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2014/09/02/fox1-interviews-dr-patrick-wirtz-about-prostate-cancer,2014-09-02 10:07:48,1
52,"WCPO Covers ""Dude's Night"" Cancer Screening","WCPO covers ""Dude's Night"" free prostate cancer screening at Fleet Feet Sports in Oakely.","<p>
	WCPO covers a free prostate cancer screening taking place at Fleet Feet Sports. The event and screening are sponsored by The Urology Group.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/C2B3ecBHZYg"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2014/08/28/wcpo-covers-dude-s-night-cancer-screening,2014-08-28 10:02:30,1
55,Cincinnati Business Courier - Race Wrap-up,"The Urology Group is noted for raising nearly $125,000 for prostate cancer","<p>
	The Urology Group is noted for raising nearly $125,000 for prostate cancer at its annual ZERO Prostate Cancer 10k/5k event in September.&nbsp;</p>
<p>
	<img alt="""" src=""/Media/490/Cincinnati Business Courier_post race coverage 2014.pdf"" /></p>
",2014/10/03/cincinnati-business-courier-race-wrap-up,2014-10-03 13:17:55,1
57,Cincinnati Business Courier - Kirsh LUGPA president,"Gary M. Kirsh, M.D. elected president of LUGPA","<p>
	<span style=""font-size: 12px; line-height: 1.2em;"">Gary M. Kirsh, M.D., president of The Urology Group, has been elected president of the Large Urology Group Practice Association (LUGPA)</span></p>
<p>
	<a href=""http://www.bizjournals.com/cincinnati/potmsearch/detail/submission/3284051/Gary_Kirsh"" target=""_blank""><img alt="""" src=""/Media/506/Courier_Kirsh LUGPA announcement_10_24_14.jpg"" /></a></p>
",2014/10/27/cincinnati-business-courier-kirsh-lugpa-president,2014-10-27 09:15:14,1
56,Men's Health Magazine Quotes Dr. Kevin Campbell,Men's Health Magazine quoted The Urology Group's Dr. Kevin Campbell in an article in its Oct. 11 edition.,"<p>
	<em>Men&#39;s Health</em>&nbsp;magazine, an international publication focused on wellness and lifestyle information for men, quoted Dr. Kevin Campbell in its Oct. 11 edition in an article about retrograde ejaculation.</p>
<p>
	<a href=""http://www.menshealth.com/health/wtf-retrograde-ejaculation"" target=""_blank""><img alt="""" src=""/Media/504/Men's Health_Retrograde Ejaculation_Campbell_Oct 2014.jpg"" /></a></p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",2014/10/22/men-s-health-magazine-quotes-dr-kevin-campbell,2014-10-11 06:52:11,1
48,Cincinnati Enquirer -  Record Crowd and Funds Raised,ZERO Prostate Cancer Run Sets Record for Funds Raised and Participants ,"<p>
	FOX19 anchor, Rob Williams, joined The Urology Group as host of the 2014 ZERO Prostate Cancer 10k/5k. The event drew a record crowd of more than 1,500 and raised awareness and funds for prostate cancer.&nbsp;</p>
<p>
	<img alt="""" src=""/Media/486/Enquirer_post race coverage_Kirsh and Williams small.png"" /></p>
",2014/09/12/cincinnati-enquirer-record-crowd-and-funds-raised,2014-09-12 04:32:29,1
58,WKRC - World Vasectomy Day,Dr. Kevin Campbell on World Vasectomy Day,"<p>
	Dr. Kevin Campbell talks about &quot;World Vasectomy Day&quot; with WKRC&#39;s health reporter, Liz Bonis.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/k57iaXabR3U"" width=""420""></iframe></p>
",2014/10/27/world-vasectomy-day-wkrc,2014-10-27 09:32:58,1
61,Life's Best Chapter - Prostate Cancer Coverage,New local publication features The Urology Group,"<p>
	The Urology Group was featured in the inagural issue of &quot;Life&#39;s Best Chapter&quot; magazine. The publication is mailed to specific neighborhoods in Greater Cincinnati and Northern Kentucky.</p>
<p>
	<a href=""/Media/511/Best Chapter Fall 2014 p.85-87.pdf"">Click here</a> to read more about advancements in prostate cancer treatment from The Urology Group.&nbsp;</p>
<p>
	Read the full issue <a href=""http://www.bestchaptermag.com/archive/fall-2014/#p=87"" target=""_blank"">here</a>.&nbsp;</p>
<p>
	&nbsp;</p>
",2014/11/26/life-s-best-chapter-prostate-cancer-coverage,2014-11-26 08:14:29,1
66,Yahoo! Health - What Your Pee Says About You,Dr. Rebecca Roedersheimer contributed to a Yahoo! Health article on healthy urination. ,"<p>
	The Urology Group&#39;s Dr. Rebecca Roedersheimer contributed to a Yahoo! Health article on healthy urination.&nbsp;</p>
<p>
	<a href=""https://www.yahoo.com/health/what-your-pee-says-about-you-109607494642.html"">Click</a> image to read full article.</p>
<p>
	<a href=""https://www.yahoo.com/health/what-your-pee-says-about-you-109607494642.html""><img alt="""" src=""/Media/541/Yahoo Health_Pee_Roedersheimer_Feb 2015.png"" style=""width: 650px; height: 1183px;"" /></a></p>
",2015/02/10/yahoo-health-what-your-pee-says-about-you,2015-02-10 10:27:51,1
67,Yahoo! Health - Are Bidets Healthier Than Toilet Paper?,Dr. Philip Buffington contributed to this Yahoo! Health piece on the pros and cons of using bidets:,"<p>
	<span style=""font-size: 12px;"">Dr. Philip Buffington contributed to this Yahoo! Health piece on the pros and cons of using bidets:</span></p>
<p>
	<em><span style=""font-size: 12px; font-family: Helvetica;"">While Philip Buffington, MD, chief medical officer at&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">The Urology Group</span><span style=""font-size: 12px; font-family: Helvetica;"">, says</span><span style=""font-size: 12px; font-family: Helvetica;"">&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">that using a bidet provides better personal hygiene, he&rsquo;s quick to note that it is</span><span style=""font-size: 12px; font-family: Helvetica;"">&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">possible to have too much of a good thing. Sometimes it&rsquo;s better to be a little less</span><span style=""font-size: 12px; font-family: Helvetica;"">&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">clean by using toilet paper. &ldquo;You need some bacteria,&rdquo; he says. &ldquo;Cleaning too</span><span style=""font-size: 12px; font-family: Helvetica;"">&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">frequently can disrupt some of this good bacteria.&rdquo;</span></em></p>
<p>
	<a href=""https://www.yahoo.com/health/bidets-are-healthier-than-toilet-paper-so-why-111571549767.html"" target=""_blank""><span style=""line-height: 1.6em;"">READ FUL</span><span style=""line-height: 1.6em;"">L ARTICLE HERE.</span></a></p>
<p>
	<a href=""https://www.yahoo.com/health/bidets-are-healthier-than-toilet-paper-so-why-111571549767.html"" target=""_blank""><span style=""line-height: 1.6em;""><img alt="""" src=""/Media/555/Yahoo_Health_Bidet_Buffington.jpg"" /></span></a></p>
",2015/02/24/yahoo-health-are-bidets-healthier-than-toilet-paper-,2015-02-24 08:07:58,1
69,PR Newswire - Dr. Kirsh on legislation for health recommendations oversight,"Dr. Gary Kirsh, president of The Urology Group, expresses LUGPA's support of legislation that would, in part, include input from physicians in formulating federal guidelines for cancer screenings. ","<p>
	<a href=""http://www.prnewswire.com/news-releases/lugpa-supports-blackburn-rush-uspstf-reform-bill-300045343.html"" style=""line-height: 1.6em;"" target=""_blank""><img alt="""" src=""/Media/558/PRNewswire_USPSTF_LUGPA_comment_Mar_2015.png"" style=""width: 700px; height: 930px;"" /></a></p>
",2015/03/05/pr-newswire-dr-kirsh-on-legislation-for-health-recommendations-oversight,2015-03-05 09:00:35,1
71,Yahoo! Health - 9 Kidney Stone Myths to Stop Believing,Yahoo! Health quoted Dr. Philip Buffington on myths about kidney stones,"<p>
	Yahoo! Health quoted Dr. Philip Buffington on myths about kidney stones</p>
<p>
	<a href=""https://www.yahoo.com/health/9-kidney-stone-myths-to-stop-believing-114406607242.html"" target=""_blank"">Click</a> image to read</p>
<p>
	<a href=""https://www.yahoo.com/health/9-kidney-stone-myths-to-stop-believing-114406607242.html"" target=""_blank""><img alt="""" src=""/Media/565/YahooHealth_Stones_Mar2015.png"" style=""width: 500px; height: 686px;"" /></a></p>
",2015/03/24/yahoo-health-9-kidney-stone-myths-to-stop-believing,2015-03-24 13:02:06,1
72,"Cincinnati Business Courier - SGA ""Doc Fix""",Dr. Gary Kirsh co-authored an opinion piece on the national SGA (Sustainable Growth Rate) formula fix. ,"<p>
	Dr. Gary Kirsh co-authored an opinion piece with <span style=""line-height: 1.6em;"">Dr. Pradeep Bekal, a founder of Ohio Gastroenterology and Liver Institute,&nbsp;</span><span style=""line-height: 1.6em;"">on the national SGA (Sustainable Growth Rate) formula solution currently being debated in Congress. The House recently voted for the fix and the Senate is expected to vote by the end of April 2015.&nbsp;</span></p>
<p>
	<a href=""http://www.bizjournals.com/cincinnati/print-edition/2015/03/27/can-the-doc-fix-fix-congress.html"" target=""_blank""><img alt="""" src=""/Media/567/BizCourier_SGA_Doc_Fix_Mar_2015.jpg"" style=""width: 500px; height: 946px;"" /></a></p>
",2015/03/30/cincinnati-business-courier-sga-doc-fix-,2015-03-30 10:48:54,1
70,Local 12 - WKRC - Dr. Buffington on kidney stone treatment using ultrasound,Dr. Phil Buffington talks with Liz Bonis about using ultrasound technology to help locate and then break up painful kidney stones.,"<p>
	<span style=""color: rgb(20, 24, 35); font-family: Helvetica, Arial, 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 14px; line-height: 19px;"">Dr. Phil Buffington talks with Liz Bonis of LOCAL 12, WKRC-TV </span><span style=""color: rgb(20, 24, 35); font-family: Helvetica, Arial, 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 14px; line-height: 19px;"">about using ultrasound technology to help locate and then break up painful kidney stones.</span></p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ovUjkfkyVyE"" width=""560""></iframe></p>
",2015/03/11/local-12-wkrc-,2015-03-10 03:28:36,1
89,WLW Radio - Jim Breech Honorary Chair of 2015 Race,Jim Breech promotes the ZERO Prostate Cancer 5k/10k race,"<p>
	Jim Breech talks with WLW about cancer and the importance of early detection, whether prostate cancer or another form. Jim is the Honorary Chair of the 2015 ZERO Prostate Cancer 5k/10k Run sponsored by The Urology Group.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/e1a8usSA4AU"" width=""560""></iframe></p>
<p>
	&nbsp;</p>
",2015/09/07/wlw-radio-jim-breech-promotes-race,2015-09-07 08:13:11,1
74,Yahoo! Health - 'Game of Thrones' Actress Pees Twice a Day,Dr. Rebecca Roedersheimer adds to a conversation around bladder training. ,"<p>
	Dr. Rebecca Roedersheimer comments on training your bladder to hold urine longer. Even if big Hollywood names like &#39;Game of Thrones&#39; acrtress Sophie Turner are doing it, is it healthy?&nbsp;</p>
<p>
	<a href=""https://www.yahoo.com/health/game-of-thrones-actress-sophie-turner-only-pees-117276893302.html"" target=""_blank"">Click to read article.</a></p>
<p>
	<a href=""https://www.yahoo.com/health/game-of-thrones-actress-sophie-turner-only-pees-117276893302.html"" target=""_blank""><img alt="""" src=""/Media/574/Yahoo_Health_GameofThrones.jpg"" style=""width: 450px; height: 543px;"" /></a></p>
",2015/04/28/yahoo-health-game-of-thrones-actress-pees-twice-a-day,2015-04-28 13:43:27,1
73,Cincinnati Business Courier - Dr. Dusing Named Chief of Surgery,Dr. Michael Dusing was named Chief of Surgery at St. Elizabeth Healthcare,"<p>
	<span style=""line-height: 1.6em;"">While continuing to see patients at The Urology Group&#39;s Northern Kentuck office, Dr. Miachel Dusing will also serve as chief of surgery at St. Elizabeth Healthcare.&nbsp;</span></p>
<p>
	<a href=""http://www.bizjournals.com/cincinnati/news/2015/03/31/urology-group-doc-tapped-to-lead-st-e-surgery.html?ana=e_cinci_hc&amp;s=newsletter&amp;ed=2015-03-31&amp;u=xK+CIJuSBYzHW7jD/RAX5g08b6d30c&amp;t=1427833196"" target=""_blank""><img alt="""" src=""/Media/569/Biz_Courier_Dusing_Chief_appointment.png"" style=""width: 600px; height: 1022px;"" /></a></p>
",2015/03/31/cincinnati-business-courier-dr-dusing-named-chief-of-surgery,2015-03-31 13:09:28,1
76,WLWT - Veterans leave CVG for Washington,Four Tri-State veterans of World War II will head to Washington D.C. to join a commemoration of the end of the war in Europe.,"<p>
	WLWT&#39;s Kristy Davis covers the send-off ceremony for four Tri-State veterans of WWII who are heading to Washington D.C. to join in the celebration of Victory in Europe Day, which took place May 8, 1945. The trip was funded by The Urology Group.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/VxbFLDjZjHU"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2015/05/07/wlwt-veterans-leave-cvg-for-washington,2015-05-07 11:55:46,1
78,Cincinnati Enquirer - Off to D.C. With Their Memories,"Four World War II veterans were honored Thursday morning at CVG with a special send-off to Washington.
","<p>
	<span style=""font-size: 12px; font-family: Helvetica;"">Four World War II veterans were honored Thursday morning at CVG with a special</span><span style=""font-size: 12px; font-family: Helvetica;"">&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">send-off to Washington to participate in the 70th anniversary of V-E Day.&nbsp;</span></p>
<p>
	<a href=""http://www.cincinnati.com/story/news/2015/05/07/dc-memories/70987994/"" target=""_blank"">Click to read.</a></p>
<p>
	<a href=""http://www.cincinnati.com/story/news/2015/05/07/dc-memories/70987994/"" target=""_blank""><img alt="""" src=""/Media/584/VE_Day_Enquirer_p1.jpg"" style=""width: 700px; height: 986px;"" /></a></p>
",2015/05/07/cincinnati-enquirer-off-to-d-c-with-their-memories,2015-05-07 12:43:05,1
77,WKRC - Local 12 - WWII Vets Heading to Washington,"Local 12 interviews Noah Switzer of Taylor Mill, KY about V-E Day celebration. ","<p>
	Local 12 interviews Noah Switzer of Taylor Mill, KY, about his time in Iwo Jima and the upcoming V-E Day celebration in Washtington D.C.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/hF-fTp-kjz0"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2015/05/08/wkrc-local-12-wwii-vets-heading-to-washington,2015-05-06 12:19:53,1
80,FOX NEWS Channel - VE Day coverage,FOX News Channel's coverage of VE Day Celebration,"<p>
	One of The Urology Group&#39;s patients, Noah Switzer, was interviewed on FOX NEWS Channel. Switzer is a WWII veteran and attended a trip to Washington DC with three other veterans for a national VE Day celebration. The trip was sponsored by The Urology Group.&nbsp;</p>
<p>
	<span style=""line-height: 1.6em;"">In this clip, Switzer recalls his days in battle.&nbsp;</span></p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/9cdTcIlPCI4"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2015/05/08/fox-news,2015-05-08 08:03:09,1
81,FOX 19 - Coverage of veteran send-off at CVG,"FOX 19 interviews WWII veterans, who are patients of The Urology Group, as they prepare to depart for Washington, DC. ","<p>
	FOX 19&#39;s jQuery15201428790946956724_1432649532341? interviews WWII veterans, who are patients of The Urology Group, as they prepare to depart for Washington, DC. The trip was sponsored by The Urology Group to honor veterans and give them a rare opportunity to attend the Victory in Europe celebration at our nation&#39;s capitol.&nbsp;</p>
<p>
	6:30 p.m. coverage:</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/ZvdYpsGs1Ro"" width=""420""></iframe></p>
<p>
	10 p.m. coverage:</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/wzas7wQGWZ4"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2015/05/07/fox-19-coverage-of-veteran-send-off-at-cvg,2015-05-07 07:12:12,1
79,Cincinnati Business Courier - People to Know,"Gary Kirsh, MD, named on ""People to Know in Healthcare"" list by the Cincinnati Business Courier","<p>
	Congratulations to Dr. Gary Kirsh, president of The Urology Group, for being named one of 20 &quot;People to Know in Healthcare&quot; by the Cincinnat Business Courier.&nbsp;</p>
<p>
	<a href=""http://www.bizjournals.com/cincinnati/print-edition/2015/05/15/meet-dr-gary-kirsh-of-urology-group.html"" target=""_blank""><img alt="""" src=""/Media/592/Courier_People_to_Know_2015_Gary_Kirsh.jpg"" style=""width: 600px; height: 513px;"" /></a></p>
",2015/05/18/business-courier-people-to-know,2015-05-18 07:05:10,1
75,USA Today - WWII Veterans in Washington for VE Day,World War II veterans traveled Thursday from the Cincinnati area for ceremonies honoring the 70th anniversary of the end of war in Europe. ,"<p>
	<span style=""color: rgb(51, 51, 51); font-family: arial, sans-serif; font-size: 14px; line-height: 22px;"">Noah Switzer slowly navigated the paths at&nbsp;</span><culink class=""culinks"" culang=""en"" href=""http://curiyo.com/en/topic/Arlington National Cemetery"" style=""border-bottom-width: 1px; border-bottom-style: dashed; cursor: help; color: rgb(51, 51, 51); font-family: arial, sans-serif; font-size: 14px; line-height: 22px; display: inline !important; float: none !important; padding: 0px !important; margin: 0px !important; border-bottom-color: rgb(0, 155, 255) !important;"" title="""">Arlington National Cemetery</culink><span style=""color: rgb(51, 51, 51); font-family: arial, sans-serif; font-size: 14px; line-height: 22px;"">&nbsp;swarmed by well-wishers congratulating him on his service and shaking the hand that wasn&#39;t holding the cane. He and three other WWII Veterans traveled to Washington for VE Day celebrations on a trip sponsored by The Urology Group.&nbsp;</span></p>
<p>
	<a href=""http://www.usatoday.com/story/news/2015/05/08/wwii-vets-iwo-jima-okinawa-switzer-kraus-requardt-bentle/70975204/"" target=""_blank"">Click to read</a></p>
<p>
	<img alt="""" src=""/Media/579/USA Today photo_Noah.jpg"" style=""width: 400px; height: 300px;"" /></p>
",2015/05/08/usa-today-wwii-veterans-in-washington-for-ve-day,2015-05-08 10:44:42,1
51,FOX19 - Interviews Harvey Lewis,"Rob Williams of FOX19 interviews Harvey Lewis, winner of the 135-mile Ultra Marathon","<p>
	Rob Williams of FOX19 interviews Harvey Lewis, winner of the 135-mile Ultra Marathon near Death Valley. Lewis is a teacher at the Cincinnati School for Creative and Performing Arts and is now supporting causes that raise awareness for prostate cancer.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/6H4OUjxG5lY"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
",2014/07/29/fox19-interviews-harvey-lewis,2014-07-29 09:57:53,1
46,Cincinnati Enquirer - Dr. Edwards Joins The Urology Group,The Cincinnati Enquirer posted the announcement of Dr. Brooke Edwards joining The Urology Group and serving the Northern Kentucky office.,"<p>
	The Cincinnati Enquirer published the announcement of Dr. Brooke Edwards joining The Urology Group.</p>
<p>
	<img alt="""" src=""/Media/481/Dr. Edwards.png"" style=""width: 700px; height: 325px;"" /></p>
",2014/08/27/cincinnati-enquirer-dr-edwards-joins-the-urology-group,2014-08-27 12:13:31,1
87,Northern Kentucky Tribune,More women than men running this weekend to end prostate cancer,"<p>
	<span style=""font-size: 12px; font-family: Helvetica;"">Yet, the majority of those set to participate in this year&rsquo;s 9th annual ZERO Prostate Cancer Run on Sept. 12 are women. Of the</span><span style=""font-size: 12px; font-family: Helvetica;"">&nbsp;</span><span style=""font-size: 12px; font-family: Helvetica;"">nearly 1,800 participants the strong majority are expected to be women. READ MORE ABOUT WHY THEY RUN.</span></p>
<p>
	<a href=""http://www.nkytribune.com/2015/09/zero-run-for-prostate-cancer-is-sept-12-and-majority-of-runners-will-be-women/"" target=""_blank""><span style=""font-size: 12px; font-family: Helvetica;""><img alt="""" src=""/Media/665/NKY_Tribune_ZERO_article_9_9_15.jpg"" style=""width: 675px; height: 874px;"" /></span></a></p>
<p>
	&nbsp;</p>
",2015/09/09/northern-kentucky-tribune,2015-09-09 09:23:46,1
