id,title,description,body,url,posted,visible,page_id
66,An Easy Way to Make a Difference,Help fight prostate cancer by participating in the 2015 ZERO Prostate Cancer race!,"<p>
	<img alt="""" src=""/Media/628/Race.runner.cheering.jpg"" style=""width: 144px; height: 250px; float: left;"" />Nine years ago, two nurses working in the surgery center of The Urology Group had an idea. Having seen the challenges of a prostate cancer diagnosis, they wanted to raise awareness of the disease and find a way to help patients and their families.</p>
<p>
	From that inspiration, our organization began sponsoring and hosting an annual race for prostate cancer. At that first event in 2007, we had about 100 runners. This year&#39;s ZERO Prostate Cancer 10k/5k on Saturday, September 12, will feature more than 1,500 participants, along with hundreds of volunteers, visitors and spectators.&nbsp;<img alt="""" src=""/Media/630/Race.survivor.hats.jpg"" style=""width: 250px; height: 168px; float: right;"" /></p>
<p>
	Every year, one of the event&#39;s highlights is the recognition of the prostate cancer survivors in attendance. It&#39;s always inspiring to see the courage and determination of these men, many of whom are battling the disease with the full support of family members, loved ones, friends and neighbors.</p>
<p>
	Thanks to the tireless efforts of our race board and volunteers, it&#39;s easy for you to participate and make a difference in the lives of prostate cancer patients - and those who have yet to be diagnosed.</p>
<p>
	<img alt="""" src=""/Media/629/Race.family.sign.jpg"" style=""width: 250px; height: 192px; float: left;"" />You have many options to show your support. If you&#39;re a runner, run. If you prefer walking, walk. If you&#39;re in the neighborhood, stop by. If you can do neither, make a contribution. It&#39;s simple to get more details or <a href=""http://urologygroup.com/calendar-of-events/2015/09/12/2015-zero-prostate-cancer-10k-5k/"" target=""_blank"">register online here</a>.</p>
<p>
	Consider this an open invitation to join us. We&#39;re proud that over the past decade, this has grown to become the largest event in the region that benefits prostate cancer.</p>
<p>
	Looking forward to seeing you there!</p>
<p>
	&nbsp;</p>
",2015/07/30/an-easy-way-to-make-a-difference,2015-07-30 07:48:55,1,79
114,Help Your Bladder Survive the Holidays: 7 Balancing Acts ,How to help your bladder survive over the holiday season,"<div>
	Before accepting that fourth holiday-party cocktail, consider what it will do to your New Year&rsquo;s bladder.&nbsp;<img alt="""" src=""/Media/1040/Minnillo_web.png"" style=""margin: 2px; width: 175px; height: 175px; float: right;"" /></div>
<div>
	&nbsp;</div>
<div>
	Your bladder is storing those drinks like a plastic bag in a box of wine before reaching capacity<br />
	and hitting the &ldquo;release&rdquo; button. The contents might be all gone tomorrow, but reminders of their temporary residence could linger well into 2019.&nbsp;</div>
<div>
	<br />
	Alcohol is among a list of holiday delights that can overwhelm the already hard-working bladder, from rich foods to hugging outfits to caffeine. All day long the bladder does its job of taking in fluid, expanding to capacity, and then releasing it. But between those releases, it&rsquo;s storing<br />
	whatever all that fluid contains. And that can be taxing.</div>
<div>
	<br />
	We&rsquo;re not Scrooges here &mdash; we encourage festivities during the holidays. But we&rsquo;re also big fans<br />
	of a healthy 2019, and a few painless guidelines will help ensure it as you navigate the<br />
	over-indulging events that have come to define the holiday season. And we promise, you can even over-indulge a little, too.</div>
<div>
	<br />
	Following are seven simple compromises for a healthy bladder over the holiday season.</div>
<ol>
	<li>
		<strong>Alternate cocktails with water.</strong> Alcohol increases the production of urine, causing your body to release water faster and more frequently. This can lead to dehydration. A shortage of fluids in your system can result in a buildup of body waste in the urine, which can irritate the bladder, <a href=""https://www.mayoclinic.org/diseases-conditions/urinary-incontinence/in-depth/bladder-control-problem/art-20046597"" target=""_blank"">the Mayo Clinic reports</a>.</li>
	<li>
		<strong>Avoid tobacco smoke. </strong>Not much to add here. Cigarette smoking causes more than half of the bladder cancers in the U.S., <a href=""https://www.reuters.com/article/us-bladder-cancer-smokers/most-smokers-with-bladder-cancer-know-tobacco-was-the-cause-idUSKCN0IV1S920141111"" target=""_blank"">a study by Kaiser Permanente</a> reports. More than 81,000 new cases of bladder cancer are <a href=""https://www.cancer.org/cancer/bladder-cancer/about/key-statistics.html"" target=""_blank"">estimated to be diagnosed</a> in 2018. Fortunately, bladder cancer is highly curable &ndash; there&rsquo;s a <a href=""https://www.cancer.org/cancer/bladder-cancer/about/key-statistics.html"" target=""_blank"">77% survival rate</a> in the first five years.</li>
	<li>
		<strong>Eat the cookies, but also eat salad (avoiding romaine this year). </strong>The rich foods that make the holidays so special might cling to your digestive system as well as your midsection. Constipation is a leading <a href=""https://www.hopkinsmedicine.org/healthlibrary/conditions/kidney_and_urinary_system_disorders/bladder_and_bowel_dysfunction_134,113"" target=""_blank"">contributor to bladder incontinence</a>, which could really interfere with mistletoe magic. Balance out sugary, high-fat cheeses, dips and desserts with fiber-rich holiday foods. Options include whole grain crackers, raw veggies and fruits, sweet potato pie, chocolate-covered strawberries and certain nuts, such as almonds. If you&#39;re going for salad this year, keep in mind the recent recall on romaine lettuce. <a href=""https://www.cdc.gov/ecoli/2018/o157h7-11-18/index.html"" target=""_blank"">Read more here.</a></li>
	<li>
		<strong>Be a restroom regular.</strong> Another simple way to prevent constipation is by drinking plenty of caffeine-free and alcohol-free fluids, but be sure to use the bathroom when you need to. If you hold it in and wait until the last minute, your bladder may not empty completely and the residual urine, if left in the bladder too long, can contribute to a bladder and/or urinary tract infection.</li>
	<li>
		<strong>Make decaf the (occasional) new black.</strong> Caffeine, like alcohol, is a diuretic, which <a href=""https://www.mayoclinic.org/diseases-conditions/urinary-incontinence/in-depth/bladder-control-problem/art-20046597"" target=""_blank"">causes the body to produce more urine</a> while stimulating the urgency to pee. This can exacerbate the compromised function of an overactive bladder, a leading cause of urinary incontinence. Request (or offer) decaffeinated after-dinner coffee drinks. Note that dark chocolate, plentiful on the holidays, also contains caffeine. If given a choice, opt for white chocolate.</li>
	<li>
		<strong>Wear that awesome outfit, but wear it well. </strong>You should look great during the holidays, but also be comfortable and mindful of future comfort. Tight-fitting pants, pantyhose and nylon underwear can trap moisture while keeping you warm, which is an environment that breeding bacteria love. And bacteria, when grown in the urine, cause urinary tract infections (UTIs).</li>
	<li>
		<strong>About that mistletoe. </strong>Holiday romance can haunt you if it results in a UTI. This occurs when the urethra, the tube through which urine escapes the bladder, comes into contact with bacteria in a partner&rsquo;s genitals. In women, who have shorter urethras, the risks of contracting UTIs are greater. Cleaning and urinating before and after sex reduces the chances.</li>
</ol>
<div>
	Follow these tips and compromises as often as you can and it should help your hard-working bladder tackle 2019 with better energy and health. Remember, you may have lots of opportunities to celebrate, but your bladder never gets a day off.</div>
<div>
	&nbsp;</div>
<div>
	&nbsp;</div>
",2018/11/21/help-your-bladder-survive-the-holidays-7-balancing-acts-,2018-11-21 07:10:34,1,209
112,First-Class Race for Prostate Cancer,Belterra Park Cincinnati - the perfect backdrop for our 11th prostate cancer run,"<p>
	The Urology Group completed another first, this time in the form of one of the most unique running experiences in Greater Cincinnati&rsquo;s history. On Saturday, September 22, we hosted The Gentlemen Stakes 5K, our 11th prostate cancer run to benefit ZERO &ndash; The End of Prostate Cancer.</p>
<p>
	More than 1,000 runners, walkers and spectators gathered to raise funds and awareness for prostate cancer. What made this year so unusual? It was the amazing venue. This year we partnered with Belterra Park Cincinnati to deliver a spectacular running event, starting and finishing right on the horse track. The course, just over 24 furlongs (or 5K if you prefer) passed through Riverbend Music Center, wound through Coney Island and finished back at Belterra.</p>
<p>
	In total, the event raised nearly $120,000. Just as important, it got men talking about their health. Survivors Marcus Brooks, Rob Cooper and Steve Newsome, Sr. shared a few words before the race about their cancer journeys while hundreds of other survivors talked throughout the day about their experiences.</p>
<p>
	We would like to thank key companies who sponsored the event, many of whom support use year after year.</p>
<ul>
	<li>
		Abbvie &ndash; our national premier sponsor</li>
	<li>
		Richard Wolf Co. &ndash; our local presenting sponsor</li>
	<li>
		Mercy Health Foundation &ndash; our Survivor Breakfast sponsor</li>
	<li>
		Mercedes Benz of Ft. Mitchell and the Wyler Family Foundation &ndash; our Winner&rsquo;s Circle sponsor</li>
</ul>
<p>
	We would also like to thank our good friends at Belterra Park Cincinnati for opening their doors to us and generously donating food for the breakfast, team support and many, many other logistics.<br />
	Thanks also to our dedicated employees who gave countless volunteer hours to create a memorable event. We could not do this race without them.</p>
<p>
	If you weren&rsquo;t able to join us, you can still support the cause by making an online donation.<br />
	We hope to see even more of you next year!</p>
<p>
	<a href=""https://support.zerocancer.org/site/TR/RunWalk/RunWalk18?pg=entry&amp;fr_id=1631"" target=""_blank""><img alt="""" src=""/Media/824/donate_now_button.png"" style=""width: 201px; height: 47px;"" /></a></p>
<p>
	<img alt="""" src=""/Media/1054/ZERO_prostate_cancer_survivors.jpg"" style=""width: 500px; height: 421px;"" /></p>
",2018/10/05/first-class-race-for-prostate-cancer,2018-10-05 05:43:50,1,65
74,Younger Men More Frequently Diagnosed with Testicular Cancer ,"Since April is national Testicular Cancer Awareness Month, it’s an opportunity to highlight some key information about this disease.","<p>
	Although it&rsquo;s less common than other types of cancer, testicular cancer differs in a significant way: a man&rsquo;s average age at the time of diagnosis is much younger &ndash; age 33.&nbsp; Compare that to the average age when prostate cancer is diagnosed, which is 66, and it&rsquo;s no surprise that few men even think about testicular cancer.<br />
	<br />
	Since April is national Testicular Cancer Awareness Month, it&rsquo;s an opportunity to highlight some key information about this disease.<br />
	<br />
	Though the overall mortality risk is low &ndash; about one in 5,000 &ndash; risk factors can vary. Men with an increased chance of developing testicular cancer (such as a family history) should consult with a physician. Left untreated, the disease can develop into more serious and potentially deadly issues in other parts of the body.<br />
	<br />
	Starting around age 25, men in higher-risk groups can perform a monthly self-examination, typically in the shower when the skin of the scrotum is relaxed. Holding a testicle between the thumb and fingers, men should gently roll it to feel for any hard lumps or nodules, or any change in the size, shape or consistency.<br />
	<br />
	Too often men wait to seek evaluation after they have noticed a change on self exam, feeling too nervous, anxious or embarrassed&nbsp; to seek treatment.&nbsp; Men should know that this is a very treatable condition if caught early. Don&rsquo;t delay seeking treatment if you notice a change on self exam.<br />
	<br />
	If you&rsquo;re unsure of your risk factors, schedule an appointment with your urologist, who can provide additional guidance and support.</p>
",2016/04/12/younger-men-more-frequently-diagnosed-with-testicular-cancer-,2016-04-12 09:53:46,1,175
73,‘Robotic Surgery’ Has the Human Touch,"Robotic surgery provides a high tech treatment alternative for many conditions, including prostate, kidney and bladder cancers as well as pelvic prolapse for women. ","<p>
	For some patients, the term &ldquo;robotic surgery&rdquo; may still bring to mind images more like science fiction than medicine. In reality, it&rsquo;s become a common practice, with the number of &ldquo;robotics assisted&rdquo; surgeries nationwide exceeding 400,000 last year and continuing to increase annually, according to industry statistics.</p>
<p>
	To put a particular misconception to rest: a robot does not perform the surgery. Rather, the surgeon performs the procedure with miniaturized instruments, guiding the robotic arms using a magnified three-dimensional image of the surgical field. The system replicates the surgeon&#39;s movements in real time.</p>
<p>
	Robotic surgery provides a high tech treatment alternative for many conditions, including prostate, kidney and bladder cancers as well as pelvic prolapse for women.</p>
<ul>
	<li>
		For the patient, the use of robotic technology offers significant advantages, such as:</li>
	<li>
		Less pain and discomfort, because the process is less invasive and uses smaller incisions;</li>
	<li>
		Reduced risk of infection and less bleeding, due to the ability to make smaller, more precise incisions;</li>
	<li>
		Minimal scarring and better cosmetic results, since less damage is done to skin and tissue;</li>
	<li>
		Faster recovery time and shortened hospital stays, because of the reduced impact on the body, allowing patients to return to normal activities quicker than they would with open surgery.<br />
		&nbsp;</li>
</ul>
<p>
	Among medical specialties, urology embraced the possibilities of robotic surgery very early and as a result, remains on the leading edge of technology. Physicians at The Urology Group have performed thousands of robotic procedures and have developed a reputation as national leaders in the technology.</p>
<p>
	Robotic surgery will continue to become more prevalent as a treatment option. With the expertise the physicians at The Urology Group have built, patients who need surgery can have confidence that this high tech procedure will feature the human touch.</p>
",2016/04/06/-robotic-surgery-has-the-human-touch,2016-04-06 16:47:40,1,55
72,Symptoms a Woman Must Discuss with a Urologist – No Matter How Embarrassing,Sharing all symptoms with your physician - even the embarrassing ones - can improve treatment and possibly save your life.,"<p>
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;""><span style=""line-height: 1.6em;"">For many health issues &ndash; broken bones, joint pain, chronic headaches - women typically don&rsquo;t hesitate to go to the doctor. But for other conditions, the embarrassment of sharing the not-so-pretty details of their health problems, especially those urological in nature, may keep them at home.</span></span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">Not only does this silence make it difficult, if not impossible, for a physician to offer an effective treatment plan, it could put the patient&rsquo;s life at risk. Some symptoms that women consider embarrassing can be signs of serious heath issues.</span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">Some indicators that could be evidence of something far worse than just embarrassment include:</span></span></p>
<ol>
	<li style=""font-size: 13px;"">
		<span style=""font-size:12px;""><span style=""font-family:arial,helvetica,sans-serif;"">Passing air or stool in urine</span></span></li>
	<li style=""font-size: 13px;"">
		<span style=""font-family: arial, helvetica, sans-serif; font-size: 12px; line-height: 1.6em;"">Frequent or painful urination</span></li>
	<li style=""font-size: 13px;"">
		<span style=""font-family: arial, helvetica, sans-serif; font-size: 12px; line-height: 1.6em;"">Blood in urine</span></li>
	<li style=""font-size: 13px;"">
		<span style=""font-family: arial, helvetica, sans-serif; font-size: 12px; line-height: 1.6em;"">Post menopausal vaginal bleeding</span></li>
	<li style=""font-size: 13px;"">
		<span style=""font-family: arial, helvetica, sans-serif; font-size: 12px; line-height: 1.6em;"">Stress incontinence</span></li>
	<li style=""font-size: 13px;"">
		<span style=""font-family: arial, helvetica, sans-serif; font-size: 12px; line-height: 1.6em;"">Pain with sex</span></li>
</ol>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">These could be symptoms of a number of serious health conditions including interstitial cystitis, a urinary tract infection, ovarian cancer, bladder cancer, endometrial cancer or a fistula between bowel and bladder.</span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">A common issue women are ashamed to discuss is urinary incontinence. Women can be embarrassed to share that they suffer from an involuntary loss of urine and those who do often minimize the symptoms and the impact they have on quality of life.</span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">Patients are even more hesitant to discuss fecal incontinence. It&#39;s hard enough to discuss urine leakage, but when it comes to bowel leakage, most people are mortified! &nbsp;Knowing you suffer from one or both of these issues allows the physician to determine the best treatment. For example, Interstim, a treatment option for urge urinary incontinence, is also a treatment for fecal incontinence. If a patient discloses she has both conditions, the doctor is more likely to suggest Interstim as a therapy early on. &nbsp;On the other hand, if a patient doesn&#39;t mention fecal incontinence due to embarrassment, Interstim may not be offered unless other less invasive therapies have failed to address urinary incontinence.</span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">Honest and direct communication benefits both the patient and the physician. Talking about urological issues can be embarrassing but patients need to know they are not alone. Millions of women suffer from urinary incontinence and it&rsquo;s unlikely that any embarrassing issue you may be facing is something your physician hasn&rsquo;t dealt with before.</span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">To help facilitate the conversation, I would encourage patients to write down symptoms before their visit. &nbsp;We also provide a bladder diary on our website that patients can fill out prior to their appointments. &nbsp;That can really help urologists understand the severity of the problem. &nbsp;It can also help patients better understand the problem so they have an easier time describing their symptoms. &nbsp;</span></span></p>
<p style=""font-size: 13px;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:12px;"">If there is one person with whom you shouldn&rsquo;t be timid or bashful, it is your doctor. Sharing the details &ndash; even the embarrassing ones &ndash; allows for more specific treatment options, can eliminate unnecessary procedures and could just save your life.</span></span></p>
<div>
	&nbsp;</div>
",2016/01/22/symptoms-a-woman-must-discuss-with-a-urologist-no-matter-how-embarrassing,2016-01-22 10:34:10,1,80
75,Why Men Should be Concerned about The Zika Virus,"There’s a dangerous misconception that only pregnant women need to be concerned about Zika, but Zika is a men’s issue as well.","<p>
	June kicks off the vacation season during which thousands of Cincinnati-area families and singles will flock to southern beaches in Florida, Texas, Mexico and the Caribbean, places where Zika virus transmission is ongoing. <a href=""http://www.cnn.com/2016/01/26/health/zika-what-you-need-to-know/index.html"">The mosquito-borne virus has prompted worldwide concern</a> because of a link to a birth defect and its rapid spread.</p>
<p>
	There&rsquo;s a dangerous misconception that only pregnant women need to be concerned about Zika, but Zika is a men&rsquo;s issue as well. So long as a woman isn&#39;t pregnant when she&#39;s when infected, or doesn&#39;t get pregnant shortly afterward, she doesn&#39;t run the risk of a mosquito bite leading to a Zika-related birth defect. However, Zika has been found in the semen of infected men &ndash; and it&#39;s unknown how long it stays there and over what period of time a man can transmit the virus through sex. Reproductively speaking, men &ndash; not women &ndash; have the most reason for concern after coming in contact with the Zika virus.</p>
<p>
	The Atlanta-based Centers for Disease Control and Prevention has made it an official guidance on Zika that men showing any symptoms should wait six months before having unprotected sex.</p>
<p>
	While a blood test can determine if a person is infected with the virus, Zika can persist in semen for at least two months after a man becomes infected. This means that a man who has recovered from Zika could still pass the virus to a sexual partner. Currently there is no test to check men&rsquo;s sperm for the virus.</p>
<p>
	While all domestic cases of Zika so far have been associated with travel, health officials are warning that the mosquitos carrying the virus will soon start biting and infecting U.S. residents.</p>
<p>
	The introduction of virus-carrying mosquitoes to the U.S. makes it all the more important that men take precautions with their sexual health. Men who have been exposed to the Zika virus or feel they may have been exposed should use condoms when having sexual relations or avoid sex all together.</p>
",2016/06/10/why-men-should-be-concerned-about-the-zika-virus,2016-06-10 15:12:49,1,62
28,Some Lesser-Known Causes of Male Infertility,Dr. Haaff discusses some avoidable causes of male infertility.,"<p>
	<img alt=""Infertility"" class=""left"" src=""/Media/345/BlogInfertility.jpg"" /></p>
<p>
	Every year, one in six couples will struggle with infertility.</p>
<p>
	At The Urology Group, we define infertility as being unable to conceive after one year of regular, unprotected intercourse. The good news is only 1 to 2 percent of couples deemed infertile are actually sterile, and half of those who seek help can eventually bear a child.</p>
<p>
	Male-related problems account for 30 to 50 percent of infertility cases. Though most commonly caused by sperm disorders such as low sperm count, male infertility can also result from several diseases, lifestyle choices and environmental factors. Some of the least-talked about causes of male infertility are often some of the most avoidable. Here are some examples:</p>
<p>
	<strong>Mumps</strong></p>
<p>
	One side effect of mumps, seen in roughly 20 percent of patients with the virus, is inflamed testes. The swelling can lead to fertility issues if damage to sperm-producing cells occurs. Infertility from mumps is preventable with responsible vaccination.</p>
<p>
	<strong>Marijuana</strong></p>
<p>
	<a href=""http://men.webmd.com/news/20031013/smoking-marijuana-lowers-fertility"">Studies</a> have shown that repeated use of the recreational drug can deplete sperm count and might also negatively affect sperm quality, both of which can cause infertility. Smoking cigarettes can also lead to decreased fertility.</p>
<p>
	<strong>Stress</strong></p>
<p>
	Severe emotional stress can wreak havoc on sperm count not to mention one&rsquo;s overall health. Elevated stress levels have been shown to interfere with certain hormones needed to produce sperm.</p>
<p>
	<strong>Celiac disease</strong></p>
<p>
	Undiagnosed, the digestive disorder characterized by gluten sensitivity can negatively affect male fertility. <a href=""https://www.verywell.com/celiac-disease-may-be-linked-to-male-infertility-562620"">Studies</a> have shown that sperm characteristics and hormone levels improved after men adopted gluten-free diets.</p>
<p>
	Couples concerned about their ability to conceive should visit their physicians. I recommend that the male partner of the infertile couple be evaluated first because testing is often less invasive and easier for men than women.</p>
<p>
	One in six may sound like a fairly high number, but even if you are diagnosed as infertile, it does not mean you must face a life without children. There are several treatments, from medicine to surgery, that can help in adding a little one to your life. Your doctor can advise on the best options for you.</p>
",2013/05/22/some-lesser-known-causes-of-male-infertility,2013-05-22 14:09:48,1,88
76,The Importance of Urology to Women's Health,"Though women can be reluctant to talk about these sensitive issues, it is important to share details with and seek treatment from a certified urologist. Not doing so not only diminishes your quality of life, but can put you at serious risk.","<p>
	Many people are surprised to learn that urology covers a wide range of conditions for both men and women. In addition to treating the male reproductive system, urologists treat diseases and conditions in the kidneys, bladder, and urinary tract &ndash; all of which affect both genders in all stages of life.<br />
	&nbsp;<br />
	Women may experience urological health issues that are unique to their anatomy. While numerous urological conditions can affect women of all ages for a variety of reasons, childbirth, menopause or a hysterectomy can alter the body in ways that could lead to conditions including pelvic floor weakness, overactive bladder or inflammation of the bladder wall (interstitial cystitis). Fortunately, most conditions are highly treatable, especially when caught early.<br />
	<br />
	I am one of three physicians at The Urology Group to be certified in Female Pelvic Medicine &amp; Reconstructive Surgery. This specialization gives my colleagues, Dr. Rebecca Roedersheimer and Dr. Phil Buffington, better insight, leading to better patient care. We treat the following conditions:<br />
	<br />
	&bull; Urinary Tract Infections/Bladder Infections - Most women will develop a urinary tract infection (UTI) at some point in their lives. The infection develops when bacteria enter the urinary tract. Women with a UTI may have pain or burning when they urinate. They may also feel a sudden urge to go to the bathroom, but then have trouble urinating. UTIs can be serious, but they also can be treated with antibiotics.<br />
	<br />
	&bull;&nbsp; Overactive Bladder (OAB) - OAB is a condition recognized by symptoms including urinary urgency, frequent urination, waking up at least twice a night to urinate or urge incontinence (leakage of urine). Treatments range from medication or nerve stimulation to Botox injections or surgery. At least 30 million Americans suffer from overactive bladder.<br />
	<br />
	&bull; Urinary Leakage/Incontinence - Millions of women experience involuntary loss of urine, called urinary incontinence. The condition affects all ages and women of every social and economic level, though urinary incontinence occurs more often in older women than in young women. The condition can be driven by stress or by a weakness in bladder or pelvic floor muscles and can be treated with a variety of approaches, depending on severity.&nbsp;<br />
	<br />
	&middot; Pelvic Floor Weakness/Vaginal Prolapse/&quot;Dropped Bladder&quot; - Pelvic floor prolapse occurs when the upper portion of the vagina loses its normal shape and sags or drops down into the vaginal canal or even outside of the vaginal opening. There are several types of pelvic floor prolapse including bladder, rectum, small bowel and uterus. It&rsquo;s wise not to let the condition go on too long, as most worsening pelvic floor prolapses can only be fully corrected with surgery.<br />
	<br />
	&middot; Pelvic Pain/Interstitial Cystitis - Interstitial cystitis (IC) is a long-term inflammation of the bladder wall, also called painful bladder syndrome. Its symptoms are very similar to a urinary tract infection, such as urinary urgency and/or pelvic pain, but lack an identifiable cause such as bacterial infection. In the past, IC was believed to be a relatively uncommon problem, but now it is thought to affect up to 12 percent of women.<br />
	<br />
	Though women can be reluctant to talk about these sensitive issues, it is important to share details with and seek treatment from a certified urologist. Not doing so not only diminishes your quality of life, but can put you at serious risk.<br />
	<br />
	&nbsp;</p>
",2016/06/30/the-importance-of-urology-to-women-s-health,2016-06-30 12:32:40,1,58
115,2018: The Year in Review,"Looking back on our patients, our physicians and our community. ","<p>
	As one year comes to a close and another one begins, I am amazed when looking back all that we accomplished in 2018. Perhaps you find yourself doing the same thing. Where did you excel and where did you find challenges in your personal life, business life, with family and friends, and even with your health?</p>
<p>
	At The Urology Group, we spent 2018 seeing patients not only in our offices, but also in the community. Interacting with our patients in the community is one of our greatest joys throughout the year. Here are two examples:&nbsp;<img alt="""" src=""/Media/1064/_TRA8005.jpg"" style=""width: 250px; float: right;"" /></p>
<ul>
	<li>
		On July 27 we honored many of our patients who are Korean War veterans by hosting a luncheon at GE Aviation Centre, to mark the 65th anniversary of the armistice that ended the Korean War. More than 70 Korean War Veterans and their guests joined us for a patriotic program on this momentous occasion. It was truly a moving experience to be able to thank these men and women for their service.</li>
	<li>
		On September 22 our community raised over $115,000 to end prostate cancer at The Gentlemen Stakes 5K for Prostate Cancer at Belterra Park. This was our first time taking the event off of our campus, and Belterra Park proved to be a perfect location. We couldn&rsquo;t have hit this goal without your help. Our friends at ZERO &ndash; The End of Prostate Cancer are extremely grateful for your contributions. The money raised will help ZERO increase awareness and education in order to create Generation ZERO &ndash; the first generation of men free from prostate cancer.</li>
</ul>
<p>
	Speaking of prostate cancer, 2018 marked the fifth year that The Urology Group has been treating prostate cancer with the highly precise CyberKnife&reg; stereotactic body radiation therapy. To date we have treated nearly 1,600 men with this innovative technology.</p>
<p>
	One of my favorite parts of my job is working with our employees. In 2018 we hired additional staff members, including two new physicians &ndash; <a href=""http://urologygroup.com/meet-the-urology-group/matthew-love/"" target=""_blank"">Dr. Matthew A. Love</a>&nbsp; in our Hamilton office and <a href=""http://urologygroup.com/meet-the-urology-group/brian-minnillo/"" target=""_blank"">Dr. Brian J. Minnillo</a>&nbsp; in our Anderson and Eastgate offices. We&rsquo;re excited to welcome both physicians to our ever-growing team at The Urology Group.</p>
<p>
	With you in mind, this year we added an <a href=""http://urologygroup.com/services-we-offer/pharmacy/"" target=""_blank"">in-house pharmacy</a>&nbsp; and upgraded our <a href=""http://urologygroup.com/portal/"" target=""_blank"">patient portal</a> to serve you better. In the new year, we will continue to pursue the latest technologies and least invasive treatment options in order to offer the best urologic care in the tri-state area</p>
<p>
	We&rsquo;re planning for an even better 2019 and look forward to sharing it with you. As you reflect on your year, we wish you a joyful holiday season and a healthy 2019.</p>
",2018/12/10/2018-the-year-in-review,2018-12-10 16:17:17,1,122
71,Movember Shave-Off a Success,Friends and family gathered to wrap up the 2015 Movember campaign and change the face of men's health.,"<p>
	<span style=""font-size: 12px;"">Another successful Movember campaign has come to an end. Physicians an</span><span style=""line-height: 1.6em;"">d staff of The </span><img alt="""" src=""/Media/698/Dr. Miller shave copy.jpg"" style=""width: 225px; height: 230px; float: right;"" /><span style=""line-height: 1.6em;"">Urology Group, along with </span><span style=""line-height: 1.6em; font-size: 12px;"">family and </span><span style=""line-height: 1.6em;"">friends, let&nbsp;</span><span style=""line-height: 1.6em;"">their hair down and celebrated with a shave-off at the Indian Mound Caf&eacute; on Nov. 30. Barbers from Roosters Men&rsquo;s Grooming Center were on-hand to shave the dozen or so team members who&rsquo;d grown out their facial hair throughout the month in an effort to change the face of men&rsquo;s health by raising awareness of issues such as prostate and testicular cancers.</span></p>
<p>
	A big thank you to everyone to participated &ndash; whether by growing a &lsquo;Mo or by cheering on those who did &ndash; and made this Movember a success.</p>
<div>
	&nbsp;</div>
<p>
	Want more info? Check out our<a href=""http://ttp://urologygroup.com/news/2015/11/30/movember-shave-off-a-success-/""> coverage</a> on Channel 5.&nbsp;</p>
<div>
	&nbsp;</div>
",2015/12/09/movember-shave-off-a-success,2015-12-09 16:08:41,1,49
